Корневой ИД заявки,ИД версии заявки,Номер заявки,Дата создания заявки в формате Timezone,Дата начала действия версии заявки в формате Timezone,Признак инцидента,Корневой идентификатор категории дефекта,Код категории дефекта,Идентификатор дефекта,Признак дефекта возврата на доработку,"Наименование категории срочности: Аварийная, Обычная",Наименование округа,Код округа,Наименование района,Код района,Наименование статуса заявки,Идентификатор корневой версии вида выполненных работ,Идентификатор корневой версии охранных мероприятий,Результативность,Кол-во возвратов на доработку,Дата закрытия,Отзыв,Оценка качества выполнения работ,Код оценки качества выполнения ра
73427272,73431197,00004596/21,2021-01-01 15:33:52.491105+03,2021-01-01 16:57:15.73393+03,Нет,59,,4328,Нет,Обычная,САО,200,Головинский,207,Закрыта,15745,,Выполнено,,2021-01-01 16:57:15.73393+03,,,
73427275,73434501,00004597/21,2021-01-01 15:33:56.233361+03,2021-01-01 18:12:14.634375+03,Нет,51,,1777,Да,Обычная,ВАО,400,Восточное Измайлово,405,Закрыта,15785,,Выполнено,,2021-01-01 18:12:14.634375+03,,,
73427276,73428887,00004598/21,2021-01-01 15:33:59.824539+03,2021-01-01 16:08:06.970821+03,Нет,51,,1777,Да,Обычная,ЮЗАО,700,Гагаринский,702,Закрыта,15785,,Выполнено,,2021-01-01 16:08:06.970821+03,,,
73427285,73429235,00004599/21,2021-01-01 15:34:11.938529+03,2021-01-01 16:16:02.663009+03,Нет,49,winter_works,3395,Нет,Обычная,ЦАО,100,Басманный,102,Закрыта,15321,,Выполнено,,2021-01-01 16:16:02.663009+03,,,
73427293,73430036,00004600/21,2021-01-01 15:34:24.826935+03,2021-01-01 16:32:49.456347+03,Нет,53,,1718,Нет,Обычная,ЮВАО,500,Печатники,511,Закрыта,15444,,Выполнено,,2021-01-01 16:32:49.456347+03,,,
73427295,73507643,00004601/21,2021-01-01 15:34:26.299269+03,2021-01-03 13:40:04.270602+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Нагатинский Затон,614,Закрыта,15213,,Выполнено,,2021-01-01 16:36:47.564731+03,Работы выполнены,Хорошо,good
73427298,73427366,00004602/21,2021-01-01 15:34:35.556067+03,2021-01-01 15:35:48.868958+03,Нет,49,winter_works,2203,Нет,Обычная,СВАО,300,Марьина Роща,309,Закрыта,18262,,Оказана консультация,,2021-01-01 15:35:48.868958+03,,,
73427303,73470777,00004603/21,2021-01-01 15:34:41.023072+03,2021-01-02 15:43:22.978778+03,Нет,1594,,1927,Нет,Аварийная,ЮАО,600,Бирюлево Восточное,606,Закрыта,15628,15102,Выполнено,,2021-01-02 15:43:22.978778+03,,,
73427306,73507642,00004604/21,2021-01-01 15:34:43.568271+03,2021-01-03 13:40:03.86504+03,Нет,1597,,2393,Нет,Обычная,ЮВАО,500,Люблино,508,Закрыта,15946,,Выполнено,,2021-01-01 16:29:27.335636+03,Работы выполнены,Удовлетворительно,neutral
73427309,73574262,00004605/21,2021-01-01 15:34:44.482606+03,2021-01-04 15:15:59.420914+03,Нет,48,,1759,Да,Обычная,ЗелАО,1000,Крюково,1005,Закрыта,15566,,Выполнено,,2021-01-02 09:10:30.701698+03,Работы выполнены,Хорошо,good
73427318,73427611,00004606/21,2021-01-01 15:34:56.747527+03,2021-01-01 15:41:17.500703+03,Нет,53,,2297,Нет,Обычная,ВАО,400,Гольяново,406,Закрыта,18256,,Оказана консультация,,2021-01-01 15:41:17.500703+03,,,
73427320,73512974,00004607/21,2021-01-01 15:34:58.889737+03,2021-01-03 14:40:15.259416+03,Нет,59,,1822,Нет,Аварийная,ЦАО,100,Тверской,108,Закрыта,15605,15404,Выполнено,,2021-01-01 17:10:34.135751+03,Работы выполнены,Хорошо,good
73427328,73430469,00004608/21,2021-01-01 15:35:08.12601+03,2021-01-01 16:42:11.041703+03,Нет,50,,2283,Нет,Аварийная,ЮАО,600,Орехово-Борисово Южное,617,Закрыта,15832,15102,Выполнено,,2021-01-01 16:42:11.041703+03,,,
73427335,73507341,00004609/21,2021-01-01 15:35:13.117236+03,2021-01-03 13:35:44.44499+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Коптево,210,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:35:54.726383+03,Работы не выполнены,Плохо,bad
73427336,73507641,00004610/21,2021-01-01 15:35:13.440264+03,2021-01-03 13:40:03.448424+03,Нет,1594,,2157,Нет,Аварийная,ЮАО,600,Чертаново Южное,621,Закрыта,15420,15378,Оказана консультация,,2021-01-01 17:52:34.032586+03,Желательно было когда вызываешь аварийную службу чтобы приезжали как то компетентным выполняли сразу свои услуги а здесь затянувшиеся было они могли причину установить и очень длительно было проведено это завершение этой работы,Удовлетворительно,neutral
73427337,73434187,00004611/21,2021-01-01 15:35:14.430077+03,2021-01-01 18:05:19.311074+03,Нет,49,winter_works,2203,Нет,Обычная,ВАО,400,Северное Измайлово,416,Закрыта,"15040,15321,15615",,Выполнено,,2021-01-01 18:05:19.311074+03,,,
73427340,73427354,00004612/21,2021-01-01 15:35:18.741896+03,2021-01-01 15:35:35.202018+03,Нет,49,winter_works,2203,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:35:35.202018+03,,,
73427353,73428187,00004613/21,2021-01-01 15:35:34.52344+03,2021-01-01 15:53:26.401739+03,Нет,54,,1604,Да,Обычная,ЦАО,100,Пресненский,106,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 15:53:26.401739+03,,,
73427356,73517675,00004614/21,2021-01-01 15:35:35.299488+03,2021-01-03 15:40:32.603053+03,Нет,49,winter_works,2203,Нет,Обычная,ВАО,400,Богородское,403,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:40:32.2041+03,Работы выполнены,Хорошо,good
73427358,73433537,00004615/21,2021-01-01 15:35:37.780854+03,2021-01-01 17:50:06.426306+03,Нет,51,,1776,Нет,Обычная,СВАО,300,Алтуфьевский,302,Закрыта,15821,,Выполнено,,2021-01-01 17:50:06.426306+03,,,
73427367,73427389,00004616/21,2021-01-01 15:35:50.024663+03,2021-01-01 15:36:26.532777+03,Нет,49,winter_works,3391,Нет,Обычная,ЮВАО,500,Кузьминки,506,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:36:26.532777+03,,,
73427371,73427392,00004617/21,2021-01-01 15:35:55.629638+03,2021-01-01 15:36:33.229537+03,Нет,49,winter_works,2203,Нет,Обычная,САО,200,Войковский,205,Закрыта,18256,,Оказана консультация,,2021-01-01 15:36:33.229537+03,,,
73427375,73431052,00004618/21,2021-01-01 15:36:01.234171+03,2021-01-01 16:53:40.592143+03,Нет,48,,1760,Да,Обычная,САО,200,Головинский,207,Закрыта,15420,,Оказана консультация,,2021-01-01 16:53:40.592143+03,,,
73427380,73517674,00004619/21,2021-01-01 15:36:10.655119+03,2021-01-03 15:40:32.167378+03,Нет,53,,1718,Нет,Обычная,САО,200,Левобережный,211,Закрыта,15550,,Выполнено,,2021-01-01 17:50:16.411309+03,,,
73427381,73430471,00004620/21,2021-01-01 15:36:11.375326+03,2021-01-01 16:42:11.433004+03,Нет,1597,,2234,Нет,Обычная,СВАО,300,Ярославский,317,Закрыта,15213,,Выполнено,,2021-01-01 16:42:11.433004+03,,,
73427382,73431690,00004621/21,2021-01-01 15:36:12.682242+03,2021-01-01 17:08:04.040358+03,Нет,1597,,2234,Нет,Обычная,ВАО,400,Богородское,403,Закрыта,15213,,Выполнено,,2021-01-01 17:08:04.040358+03,,Хорошо,good
73427391,73427466,00004622/21,2021-01-01 15:36:30.903173+03,2021-01-01 15:38:23.24002+03,Нет,1594,,2228,Нет,Обычная,СВАО,300,Бутырский,305,Закрыта,18321,,Выполнено,,2021-01-01 15:38:23.24002+03,,,
73427395,73442609,00004623/21,2021-01-01 15:36:37.432922+03,2021-01-01 22:51:39.534041+03,Нет,1594,,2289,Нет,Аварийная,САО,200,Восточное Дегунино,206,Закрыта,15420,,Оказана консультация,,2021-01-01 22:51:39.534041+03,,,
73427396,73430046,00004624/21,2021-01-01 15:36:40.49685+03,2021-01-01 16:33:07.098186+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Северное Тушино,904,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 16:33:07.098186+03,,,
73427397,73427439,00004625/21,2021-01-01 15:36:41.206308+03,2021-01-01 15:37:43.680734+03,Нет,46,,2333,Да,Обычная,ВАО,400,Новогиреево,411,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:37:43.680734+03,,,
73427414,73517666,00004626/21,2021-01-01 15:37:03.779051+03,2021-01-03 15:40:30.478025+03,Нет,49,winter_works,3394,Нет,Обычная,ЮАО,600,Зябликово,611,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:55:29.160547+03,Работы не выполнены,Плохо,bad
73427415,73427450,00004627/21,2021-01-01 15:37:05.44085+03,2021-01-01 15:37:57.413471+03,Нет,49,winter_works,3391,Нет,Обычная,САО,200,Войковский,205,Закрыта,18256,,Оказана консультация,,2021-01-01 15:37:57.413471+03,,,
73427418,73430384,00004628/21,2021-01-01 15:37:06.836972+03,2021-01-01 16:40:38.608306+03,Нет,1597,,2234,Нет,Обычная,СЗАО,900,Митино,902,Закрыта,15213,,Выполнено,,2021-01-01 16:40:38.608306+03,,,
73427423,73431847,00004629/21,2021-01-01 15:37:12.24305+03,2021-01-01 17:11:48.435046+03,Нет,1597,,2234,Нет,Обычная,ЮАО,600,Бирюлево Восточное,606,Закрыта,15213,,Выполнено,,2021-01-01 17:11:48.435046+03,,,
73427429,73434347,00004630/21,2021-01-01 15:37:28.235102+03,2021-01-01 18:08:22.149127+03,Нет,59,,4328,Нет,Обычная,ЮЗАО,700,Академический,701,Закрыта,15513,,Выполнено,,2021-01-01 18:08:22.149127+03,,,
73427430,73428618,00004631/21,2021-01-01 15:37:29.315561+03,2021-01-01 16:02:19.868603+03,Нет,1597,,2234,Нет,Обычная,СЗАО,900,Южное Тушино,908,Закрыта,15213,,Выполнено,,2021-01-01 16:02:19.868603+03,,,
73427432,73428844,00004632/21,2021-01-01 15:37:31.928241+03,2021-01-01 16:07:06.386047+03,Нет,49,winter_works,3391,Нет,Обычная,ВАО,400,Косино-Ухтомский,409,Закрыта,15326,,Выполнено,,2021-01-01 16:07:06.386047+03,,,
73427434,73427806,00004633/21,2021-01-01 15:37:34.252053+03,2021-01-01 15:45:30.674815+03,Нет,49,winter_works,3391,Нет,Обычная,ЗАО,800,Очаково-Матвеевское,820,Закрыта,18256,,Оказана консультация,,2021-01-01 15:45:30.674815+03,,,
73427442,73430947,00004634/21,2021-01-01 15:37:52.833244+03,2021-01-01 16:52:05.533048+03,Нет,1594,,2298,Нет,Обычная,СВАО,300,Алтуфьевский,302,Закрыта,15444,,Выполнено,,2021-01-01 16:52:05.533048+03,,,
73427443,73428796,00004635/21,2021-01-01 15:37:53.75378+03,2021-01-01 16:05:55.188063+03,Нет,49,winter_works,3391,Нет,Обычная,СВАО,300,Северное Медведково,314,Закрыта,14979,,Оказана консультация,,2021-01-01 16:05:55.188063+03,,,
73427445,73512987,00004636/21,2021-01-01 15:37:56.045781+03,2021-01-03 14:40:19.019914+03,Нет,1594,,2321,Да,Обычная,ЮВАО,500,Люблино,508,Закрыта,15420,,Оказана консультация,,2021-01-01 16:59:27.519613+03,Работы выполнены,Хорошо,good
73427452,73428780,00004637/21,2021-01-01 15:38:01.534049+03,2021-01-01 16:05:36.690049+03,Нет,49,winter_works,3394,Нет,Обычная,СВАО,300,Алексеевский,301,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 16:05:36.690049+03,,,
73427456,73428686,00004638/21,2021-01-01 15:38:15.19131+03,2021-01-01 16:03:44.481284+03,Нет,51,,1771,Нет,Обычная,СВАО,300,Отрадное,311,Закрыта,15142,,Выполнено,,2021-01-01 16:03:44.481284+03,,,
73427457,73507640,00004639/21,2021-01-01 15:38:15.688048+03,2021-01-03 13:40:03.049044+03,Нет,59,,4328,Нет,Обычная,СВАО,300,Лосиноостровский,307,Закрыта,15513,,Выполнено,,2021-01-01 18:28:23.921896+03,Работы выполнены,Хорошо,good
73427463,73507639,00004640/21,2021-01-01 15:38:21.510068+03,2021-01-03 13:40:02.653621+03,Нет,1597,,2234,Нет,Обычная,ЗАО,800,Тропарево-Никулино,817,Закрыта,15213,,Выполнено,,2021-01-01 16:35:09.446437+03,Последнее время засор мусопровода бывает очень часто,Удовлетворительно,neutral
73427471,73430336,00004641/21,2021-01-01 15:38:29.983345+03,2021-01-01 16:39:29.940853+03,Нет,1597,,2234,Нет,Обычная,ВАО,400,Новогиреево,411,Закрыта,15213,,Выполнено,,2021-01-01 16:39:29.940853+03,,,
73427475,73428359,00004642/21,2021-01-01 15:38:32.441779+03,2021-01-01 15:56:52.134905+03,Нет,49,winter_works,3391,Нет,Обычная,ВАО,400,Косино-Ухтомский,409,Закрыта,15326,,Выполнено,,2021-01-01 15:56:52.134905+03,,,
73427476,73428346,00004643/21,2021-01-01 15:38:32.982643+03,2021-01-01 15:56:41.05987+03,Нет,1594,,4093,Нет,Обычная,САО,200,Беговой,202,Закрыта,18254,,Не выполнено по инициативе жителя,,2021-01-01 15:56:41.05987+03,,,
73427483,73507638,00004644/21,2021-01-01 15:38:40.392549+03,2021-01-03 13:40:02.218908+03,Нет,1594,,2238,Нет,Аварийная,ЮАО,600,Зябликово,611,Закрыта,15420,15378,Оказана консультация,,2021-01-01 17:00:10.042164+03,Работы выполнены,Хорошо,good
73427489,73428520,00004645/21,2021-01-01 15:38:48.065483+03,2021-01-01 15:59:56.401823+03,Нет,49,winter_works,2203,Нет,Обычная,СЗАО,900,Южное Тушино,908,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 15:59:56.401823+03,,,
73427492,73449508,00004646/21,2021-01-01 15:38:48.683402+03,2021-01-02 10:11:25.817191+03,Нет,54,,2433,Да,Обычная,ВАО,400,Ивановское,407,Закрыта,15266,,Выполнено,,2021-01-02 10:11:25.817191+03,,,
73427498,73435210,00004647/21,2021-01-01 15:38:55.154118+03,2021-01-01 18:29:15.566072+03,Нет,59,,4328,Нет,Обычная,СВАО,300,Лосиноостровский,307,Закрыта,15514,,Выполнено,,2021-01-01 18:29:15.566072+03,,,
73427503,73428451,00004648/21,2021-01-01 15:39:05.233674+03,2021-01-01 15:58:34.100046+03,Нет,60,,2098,Да,Обычная,САО,200,Беговой,202,Закрыта,14979,,Оказана консультация,,2021-01-01 15:58:34.100046+03,,,
73427508,73507339,00004649/21,2021-01-01 15:39:08.562958+03,2021-01-03 13:35:44.050989+03,Нет,53,,1718,Нет,Обычная,ЮАО,600,Орехово-Борисово Южное,617,Закрыта,15444,,Выполнено,,2021-01-01 16:34:57.899603+03,,,
73427512,73428934,00004650/21,2021-01-01 15:39:11.759806+03,2021-01-01 16:09:07.034518+03,Нет,59,,1822,Нет,Аварийная,СЗАО,900,Щукино,907,Закрыта,15514,15404,Выполнено,,2021-01-01 16:09:07.034518+03,,,
73427514,73512970,00004651/21,2021-01-01 15:39:12.996187+03,2021-01-03 14:40:13.495307+03,Нет,1595,,2254,Нет,Аварийная,ЮАО,600,Нагорный,615,Закрыта,15420,13780,Оказана консультация,,2021-01-01 16:42:11.849848+03,Работы выполнены,Хорошо,good
73427516,73507338,00004652/21,2021-01-01 15:39:16.834372+03,2021-01-03 13:35:43.634894+03,Нет,49,winter_works,3391,Нет,Обычная,ЮАО,600,Орехово-Борисово Северное,616,Закрыта,18248,,Не выполнено по инициативе УК/ОО,,2021-01-01 16:21:05.312254+03,Работы не выполнены,Плохо,bad
73427518,73512996,00004653/21,2021-01-01 15:39:18.180441+03,2021-01-03 14:40:20.992093+03,Нет,53,,2297,Нет,Обычная,САО,200,Левобережный,211,Закрыта,15313,,Выполнено,,2021-01-01 16:16:36.61206+03,Работы выполнены,Хорошо,good
73427521,73434019,00004654/21,2021-01-01 15:39:19.582611+03,2021-01-01 18:00:02.327215+03,Нет,49,winter_works,2203,Нет,Обычная,ЮВАО,500,Марьино,509,Закрыта,15615,,Выполнено,,2021-01-01 18:00:02.327215+03,,,
73427528,73430111,00004655/21,2021-01-01 15:39:26.777333+03,2021-01-01 16:34:42.643905+03,Нет,59,,4328,Нет,Обычная,СВАО,300,Северное Медведково,314,Закрыта,15513,,Выполнено,,2021-01-01 16:34:42.643905+03,,,
